Id_wisata,Nama Wisata,Deskripsi,Jenis Wisata,Lokasi,Ratings,TAG,Harga Tiket
119,Taman Adipura Kota Bontang,"taman tersebut kini mulai berfungsi. Warga pun kerap menggunakan taman untuk beragam aktivitas. Mulai dari berolahraga, sekedar jalan-jalan pagi atau sore bersama keluarga, atau hanya untuk menghirup udara segar. Salahsatu taman yang kini digemari warga adalah Taman Adipura. Berlokasi di Jalan DI Panjaitan, atau jalan menuju ke Bontang Kuala. Taman Adipura memiliki beberapa fasilitas, seperti pos penjagaan, mini theater, gazebo, hingga terapi kaki. Seluruh fasilitas yang tersedia inipun masih terawat sampai sekarang.",WISATA KULINER,Kota Bontang,4.4,Taman,Gratis
120,Taman Tata Surya,"Berbagai kumpulan benda langit yang mengelilingi matahari dipajang dalam bentuk miniatur, Seperti, venus saturnus, mars, jupiter, neptunus, bumi, merkurius dan uranus. Miniatur tata surya ini terbuat dari bahan fiberglass yang didatangkan dari Surabaya, sedangkan biaya yang dihabiskan untuk membangun taman ini senilai Rp 298 juta.
Jika pada malam hari, miniatur tata surya surya ini akan bercahaya, karena pada masing-masing planet terdapat lampu pencahayaan. ",WISATA KULINER,Kota Bontang,4.3,Taman,Gratis
121,Tamariska Garden Bontang,"Tempat yang unik dan alami untuk acara acara Rekreasi kantor, sekolah, outbond activity seperti ATV, Flying Fox, Spider web, camping di tengah kota Bontang dengan lahan seluas 1,5 ha..",WISATA KULINER,Kota Bontang,4.1,Taman,Gratis
122,Kersik Luway,"Disini anda akan menemukan padang pasir putih yang dihuni dengan berbagai anggrek hutan. Berbagai jenis anggrek bisa Anda temukan di wisata ini, mulai dari erya vania, coelogyne rocusso ini hingga anggrek hitam yang merupakan jenis paling langka. Anda juga bisa menemukan air terjun yang begitu indah. Air terjun ini dikenal dengan Jantur Gemuruh yang merupakan aliran dari Sungai Tapak.",WISATA ALAM,Kabupaten Kutai Barat,4.4,Pemandangan Alam,15000
123,Air Hemaq Beniung,"Tempat satu ini sangat cocok untuk menghabiskan liburan bersama keluarga. Kendati masih dalam perkembangan, namun saat ini sudah banyak yang mengunjunginya. Suasana yang masih terjaga dengan kolam di tengah juga berbagai kegiatan yang ditawarkan menjadi daya tariknya.",WISATA BAHARI,Kabupaten Kutai Barat,4.3,Pemandangan alam,2000
124,Gunung Es,"Dinamakan dengan Gunung Es, karena udaranya yang begitu dingin. Kendati demikian, pesona yang ditawarkan juga akan membuat siapapun berdecak kagum. Memang dibutuhkan perjuangan yang tidak mudah, tetapi jalurnya ringan sehingga aman untuk pemula. Dari atas gunung Es, Anda bisa menyaksikan panorama Hutan Lindung dan udara yang sejuk.
",WISATA ALAM,Kabupaten Kutai Barat,4.2,Gunung,Gratis
125,Taman Budaya Luuq,"Raman Budaya Luuq ini merupakan destinasi yang hits di Kutai Barat. Tak hanya liburan, Anda juga bisa sekalian belajar banyak tentang Budaya Dayak. Alangkah lebih baik jika Anda mengajak anak anak untuk mengunjungi taman ini.
Karena selain menemukan taman dengan penataan yang rapi, Anda juga bisa menemukan banyak hal yang berkaitan dengan suku dayak. Mulai dari adanya Rumah Lamin sampai dengan patung Dayak. Jika ingin mendapatkan pertunjukkan yang berbeda, Anda bisa berkunjung ketika HUT Sendawar karena akan banyak pertunjukkan adat.",WISATA SEJARAH,Kabupaten Kutai Barat,4,Taman,Gratis
126,Barang Tangkok," Selain bisa mengetahui bentuk rumah adat ini, pengunjung juga bisa berinteraksi langsung dengan masyarakat. Menyaksikan kegiatan sehari hari suku Dayak Tunjung ini juga menjadi aktivitas yang menarik. Kegiatan mereka juga beragam, salah satunya adalah membuat kerajinan dari rotan.
Kerajinan ini menghasilkan banyak barang yang kental dengan nilai seni. Pembuatan kerajinan dari rotan ini bisa dinikmati tanpa harus mengeluarkan biaya tambahan. Selain itu, ada juga bisa berkeliling di area kampung ini. ",WISATA SEJARAH,Kabupaten Kutai Barat,4,Kampung,Gratis
127,Jantur Mapan,"Merupakan sebuah air terjun yang dikelilingi tebing bebatuan dan pepohonan hijau. Mempunyai puncak air terjun yang tidak terlalu tinggi, namun aliran airnya cukup deras menuju ke sungai Mahakam. Di sekitar air terjun udara tampak segar alami dan cocok untuk refreshing. Untuk sampai ke destinasi ini, Anda akan melewati belasan anak tangga dari kayu ulin. Berkunjung ke air terjun Jantur Mapan tak lengkap jika tidak bermain airnya yang dingin. Terdapat beberapa bebatuan untuk duduk  bersantai sembari menikmati udara sejuk dan keindahan alam sekitar. Cocok juga untuk berburu foto dengan latar belakang keindahan alam.",WISATA ALAM,Kabupaten Kutai Barat,4.3,Air Terjun,Gratis
128,Danau Jempang,Danau Jempang ini menghadirkan keindahan alam yang bersahabat. Destinasi ini memiliki luas sekitar kurang lebih 15.000 ha. Biasanya digunakan untuk acara upacara adat yang bernama pelas danau dan secara bersamaan berlangsungnya Ehaq Jempang pada bulan Mei. Pada moment ini terdapat juga acara lomba perahu duyung dan lomba ketinting.,WISATA BAHARI,Kabupaten Kutai Barat,3.8,Danau,Gratis
129,Danau Aco,Objek wisata danau Barong ini menawarkan keindahan alam yang bersahabat. Banyak yang datang ke sini untuk sekedar refreshing serta menikmati panorama alam sekitar. Danau yang cukup luas ini pun tak pernah sepi dan selalu dikunjungi oleh wisatawan lokal maupun luar daerah.  Di pinggiran danau menjadi salah satu favorit para pengunjung untuk bersantai. Bahkan sembari menyantap makanan maunpun minuman.,WISATA BAHARI,Kabupaten Kutai Barat,4.2,Danau,1000
130,Danau Barong,"wisata ini memiliki berbagai wahanan permainan anak seperti ayunan, putaran duduk, patung hewan yang bisa dinaiki, pesawat terbang dan kapal boat. Berbagai wahana ini bisa digunakan secara gratis dan tidak berbayar lagi setelah membayar tiket masuk. Anda bebas menggunakan bersama anak dan keluarga sambil mencicipi aneka kuliner yang ada di sekitar taman.
Tempat wisata yang sangat akrab dengan rakyat ini selalu penuh pengunjung pada saat akhir pekan. Berbagai fasilitas yang lengkap membuat tempat ini tak pernah sepi pengunjung. Ada toilet yang bersih, mushola kecil, aneka kuliner dan lahan parkir yang luas.",WISATA BUATAN,Kabupaten Kutai Barat,3.8,Danau,Gratis
131,Lamin Tolan,"Memasuki Lamin ini akan terlihat jelas keunikan dan keistimewaannya. Tampak sekali khas Lou atau lamin tradisional yang kaya akan nilai sejarah. Wisata kemari pun bisa menambah nilai pengetahuan yang berharga.
Untuk wisata kunjungan ke Lamin atau Lou di Kalimantan Timur ini memang memberikan kelebihan tersendiri. Terdapat beragam informasi menarik mengenai Lou-lou yang ada di sana. Sebab sebagaimana pun juga, lou atau lamin ada banyak. Beberapa diantaranya seperti lamin Dayak, lamin Eheng, lou Bagun dan lainnya.",WISATA SEJARAH,Kabupaten Kutai Barat,4,Kampung,15000
132,CIA Wisata,"Merupakan tempat wisata alam terbuka yang dimana pengunjung dapat menggunakan AVP. Kendaraan tersebut membantu para pengunjung agar bisa mengelilingi sekitar tempat wisata layaknya berkelana di hamparan hutan yang luas. Cukup menguji kemampuan berkendara di alam terbuka pastinya. Menantang dan menarik sekali, terutams untuk Anda para penggemar wisata alam yang terbuka.",WISATA BUATAN,Kabupaten Kutai Barat,3.8,Pemandangan Alam,Gratis
133,Long Pahangai,"Long Pahangai yang sangat cocok untuk arung jeram. Jeram jeram tajam dengan arus yang cukup deras akan menantang adrenalin Anda. Alam sekitarnya masih sangat asri, menjadikan wisatawan tak melewatkan kegiatan menyenangkan sekaligus menegangkan ini.",WISATA BAHARI,Kabupaten Mahakam Ulu,4.3,Arung Jeram,Gratis
134,Lou Eheng,"Pemandangan alam menuju Lou Eheng ini memang sangat cantik, sehingga akan membuat perjalanan Anda tak akan terasa.
Sesampainya di Kampung Eheng, Anda bisa langsung menuju ke Lou Eheng. Lou Eheng, sendiri dihuni oleh 10 KK. Anda akan disambut dengan patung ukiran Dayak yang ada di dekat tangga. Patung ini menunjukkan jika semakin banyak maka semakin banyak acara Kwangkey yang dilakukan. ",WISATA SEJARAH,Kabupaten Mahakam Ulu,3.8,Pemandangan Alam,Gratis
135,Jantur Tabalas,"Kendati tak memiliki air terjun yang tinggi, tempat satu ini sangat cocok untuk aktivitas berenang. Terdapat kolam renang alami yang terbentuk di bawahnya dengan air yang jernih. Kegiatan melompat dari atas jantur atau air terjun menjadi kegiatan favorit pengunjung.",WISATA BAHARI,Kabupaten Mahakam Ulu,4,Air Terjun,Gratis
136,Jantur Dora,"Destinasi ini memang dibutuhkan perjalanan yang menguras tenaga, tetapi semua akan terbayar lunas dengan panoramanya. Airnya jernih dengan udara sejuk yang menenangkan.",WISATA BAHARI,Kabupaten Mahakam Ulu,4,Air Terjun,Gratis
137,Batu Majang,"Batu Majang, Kampung yang dihuni mayoritas etnis Dayak Kenyah dengan berbagai sub suku Kenyah ini memiliki keindahan alam yang tidak kalah dengan daerah lainnya serta seni budaya yang kental

Sungai Alan salah satu yang menjadi ikon wisata di sini. Dimana kita bisa menyusuri sungai kecil dengan keindahan alamnya, satwa liar yang beragam, hingga memetik hasil kebun warga dengan berbagai jenis tanaman. Kini sungai alan dipadukan dengan berbagai paket wisata lainnya, seperti memasak tradisional di sisi sungai, memancing hingga tracking. Jelajahi Kalimantan Timur, eksotisme pulau Borneo",WISATA ALAM,Kabupaten Mahakam Ulu,4.5,Kampung,10
138,Long Tuyoq,"Kampung Long Tuyoq sendiri adalah tempat tinggal dari Suku Dayak Bahau Busang yang juga bagian dari suku Dayak. Desa satu ini terbilang luas, yakni memiliki luas sekitar 126 km. Berada di kampung yang masih terjaga keasriannya, pengunjung bisa betah di kampung. Kegiatan yang bisa dilakukan banyak, salah satunya Anda melihat keseharian penduduk yang unik.",WISATA ALAM,Kabupaten Mahakam Ulu,4.6,Kampung,Gratis
139,Datah Bilang Ilir,Kampung satu ini memiliki ciri khas yang mungkin tidak akan Anda temukan di kampung lainnya. Dimana Anda akan menemukan warung makan yang mengapung di atas aliran sungai. Membuat Datang Bilang menjadi rest area bagi para wisatawan yang akan menuju Desa Long Bagun.,WISATA ALAM,Kabupaten Mahakam Ulu,4,Kampung,Gratis
140,Jantur Air Terjun Ujoh Bilang,"Air terjun yang memiliki ketinggian sekitar 5 meter dengan lebar 15 meter satu ini merupakan salah satu daya tarik utama di Mahakam Ulu. Dikelilingi hutan dan juga pepohonan hijau, dijamin Anda akan betah berlama lama di wisata satu ini.",WISATA ALAM,Kabupaten Mahakam Ulu,4.1,Air Terjun,Gratis
141,Gunung Liangpran,"Gunung Liangpran ini masuk ke dalam gugusan Pegunungan Muller yang membatasi antara Provinsi Kalimantan Barat dengan Provinsi Kalimantan Timur. Pegunungan Muller menjadi tempat bagi keanekaragaman hayati dan juga menjaga kelestarian tiga sungai besar di Kalimantan yaitu Sungai Mahakam, Sungai Barito dan Sungai Kapuas. ",WISATA ALAM,Kabupaten Mahakam Ulu,3.7,Gunung,Gratis
142,Sungai Cinta,Sungai Cinta tak hanya menjadi sumber air bersih bagi masyarakat sekitar tetapi juga menjadi objek wisata yang menarik. Menyusuri sungai bersih dengan alam yang asri akan membuat segala penat menguap. Selain itu Anda juga bisa menemukan air terjun yang lokasinya tak jauh dari sungai. Air terjun ini memiliki panorama yang akan mengundang decak kagum.,WISATA ALAM,Kabupaten Mahakam Ulu,3.1,Sungai,Gratis
143,Air Terjun Jantur Kenheq,"Air terjun Jantur Kenheq memiliki keunikan tersendiri. Air terjun ini langsung jatuh ke badan sungai Mahakam. Dikelilingi hutan yang asri, pesona air terjun ini akan membuat siapapun terpesona.",WISATA ALAM,Kabupaten Mahakam Ulu,4.3,Air Terjun,Gratis
144,Air Terjun Kohong,"Air terjun Kohong menjadi air terjun yang tak pernah sepi pengunjung, bahkan di hari biasa. Menjadi wisata yang hits di Mahakam Ulu, membuat banyak wisatawan penasaran. Air yang jatuh di tebing ini tampak berundak dan memiliki air yang begitu jernih. Lokasinya juga tak jauh dari pusat kota, sekitar 30 menit berkendara.",WISATA ALAM,Kabupaten Mahakam Ulu,4.4,Air Terjun,Gratis
145,Riam Udang,"Di Mahakam Ulu Anda juga bisa berwisata ekstrem yakni arung jeram. Dan lokasi yang cocok untuk melakukan kegiatan ini adalah Riam Udang. Kawasan arum jeram ini menjadi wisata hits di Mahakam Ulu yang menantang. Dikelilingi oleh hutan belantara, selama arung jeram Anda akan melihat tebing tebing kokoh yang indah.",WISATA ALAM,Kabupaten Mahakam Ulu,4.1,Arung Jeram,Gratis
146,Gereja Katolik Pariki Santo Petrus,"Memiliki bangunan yang unik, tempat satu ini juga cocok menjadi sasaran bidikan kamera Anda. Gereja Katolik Paroki Santo Petrus sendiri menjadi gereja paling besar di Mahakam Ulu.",WISATA RELIGI,Kabupaten Mahakam Ulu,4.8,Tempat Ibadah,Gratis
147,Museum Sadurengas,"Di dalam museum Sadurengas dapat kita temui benda-benda kuno bersejarah seperti porselen antik dari Dinasti Yuan, peralatan rumah tangga di jaman kuno, dan baju tradisional khas Kerajaan Paser. Selain berwisata, mengunjungi museum ini akan menambah wawasan dan juga khasanah pengetahuan akan sejarah di masa lalu.",Wisata Sejarah,Kabupaten Paser,4.4,Museum,7500
148,Pulau Gusung,"Pulau yang satu ini letaknya dekat dengan pantai bernama tanjung jumlai. Bagi Anda yang ingin berfoto dengan latar cantik, Anda bisa mengunjungi pulau gusung. Di pulau ini, Anda bisa menatap jernihnya laut dan birunya langit. Anda bisa berlibur dengan keluarga, teman atau kekasih dan menciptakan kenangan tak terlupakan di pulau gusung ini.",Wisata Bahari,Kabupaten Paser,4.6,Pantai,15000
149,Pantai tanjung jumlai,"Anda juga akan melihat kehidupan warga sekitar karena pemukiman warga tak jauh dari pantai ini, tak hanya itu, Anda juga dapat berwisata kuliner lo karena ada banyak sekali penjual di sekitaran pantai yang menjajakan makanan seperti bakso dan makanan lainnya.
Selama di pantai, Anda bisa bermain air di bibir pantai atau bermain pasir pantai dengan teman, keluarga maupun pasangan Anda. Anda juga bisa melihat matahari terbenam yang indah di pantai tanjung jumlai. Wisata pantai menjadi salah satu wisata yang paling memuaskan dan anti mengecewakan.",Wisata Bahari,Kabupaten Paser,4.2,Pantai,10000
150,Air Terjun Tembinus,"Air Terjun Niagara Tembinus adalah salah satu wisata air terjun yang wajib Anda kunjungi saat berada di daerah Paser. Namun, untuk dapat menemukan keindahan air terjun ini, Anda perlu melewati jalan yang tak mudah. Anda perlu melewati jalan logging dengan jarak yang cukup jauh bahkan mencapai waktu kurang lebih 1 jam. Untuk menemukan permata yang tersembunyi ini Anda harus melewati jalan setapak yang tak kalah jauhnya.
Setelah melewati perjalanan yang cukup melelahkan tersebut, Anda bisa menikmati pemAndangan yang menakjubkan saat melihat air terjun niagara tembinus. Anda bisa membasuh tubuh Anda di bawah aliran air yang jernih, bersih dan segar. Semua usaha untuk mencapai air terjun ini sebanding dengan apa yang akan Anda dapatkan.",Wisata Alam,Kabupaten Paser,4.5,Air Terjun,Gratis
151,Air terjun gunung rambutan,"Air terjun satu ini termasuk air terjun berundak, yang memiliki tiga tingkatan. Masing masing tingkatan memiliki ketinggian yang berbeda, sekitar 60 sampai 80 meter. Tebing tebing berkumpul dan membentuk kolam alami yang begitu jernih untuk berenang maupun bermain air.",Wisata Alam,Kabupaten Paser,4.4,Air Terjun,Gratis
152,Penangkaran Rusa Penajam,Wisata yang satu ini sangat cocok bagi keluarga dan anak-anak dan merupakan tempat wisata terkenal Paser. Anda bisa mengajak anak Anda untuk sama-sama melihat kehidupan rusa yang cantik. Anda bisa mengajarkan pengetahuan mengenai fauna khususnya rusa kepada anak Anda. Ajak anak Anda untuk memberikan makanan untuk rusa-rusa yang berada di penangkaran. Anda bisa melihat ratusan anak rusa yang hidup dengan sehat dan berlarian,Wisata Alam,Kabupaten Paser,4,Kebun Binatang,10000
153,Pantai Nipah-Nipah,"Tak hanya indah karena pemAndangan birunya pantai, berbagai acara juga sering sekali diadakan di pantai nipah-nipah beach oleh karena itu, tak aneh rasanya jika pantai yang satu ini sangat terkenal di kalangan wisatawan. Disini, Anda bisa menikmati suara ombak yang riuh dengan angin yang menyejukan dikala panas. ",Wisata Bahari,Kabupaten Paser,4.3,Pantai,10000
154,Taman Bunga Rozeline,"Bagi Anda yang ingin mengunggah foto di media sosial, wisata taman bunga rozaline sangat cocok dijadikan latar tempat foto Anda lo. Hamparan bunga yang indah, warna yang cantik dapat memikat para pengunjung, termasuk Anda.
Tak hanya taman bunga yang dapat Anda jumpai di sini, Anda juga dapat menikmati sejuknya udara di sekitar karena banyaknya pohon yang rindang yang ditanam di sekitar taman. ",Wiata Kuliner,Kabupaten Paser,4.3,Taman,Gratis
155,Kampung Warna Warni,"Seperti namanya, rumah yang ada di kampung ini dicat warna warni dengan beberapa mural yang menghiasi setiap sudutnya.
Pengunjung bisa mengambil foto foto kekinian untuk diunggah ke media sosial. Kehadiran destinasi wisata baru ini memang mendapatkan respon positif di kalangan wisatawan, terutama untuk kawula muda. Pengunjung juga akan dimanjakan dengan hadirnya fasilitas yang ada. Fasilitas tersebut terdiri dari toilet, mushola, wahana permainan, cafe dan spot untuk berswafoto.",Wisata Buatan,Kabupaten Paser,4.1,Kampung,10000
156,Air Terjun Doyam Gerigu,"Dalam Bahasa Indonesia Doyam Gerigu artinya adalah air terjun gemuruh. Air terjun ini memiliki tujuh tingkatan air terjun dengan ketinggian air yang bervariasi.
Medan menuju lokasi Air Terjun Doyam Gerigu ini terbilang masih cukup terjal karena memang kondisi alam sekitar air terjun yang masih alami.
Masih banyak semak belukar dan pepohonan hijau yang ditemui ditambah dengan air yang dingin dan segar.
Sehingga, tempat ini sangat cocok bagi Anda yang ingin menghilangkan rasa penat dengan rutinitas.",Wisata Alam,Kabupaten Paser,4.5,Air Terjun,Gratis
157,Waduk SESULU,"Anda bisa menikmati keindahan waduk yang tentu saja sangat jarang Anda jumpai di daerah lain apalagi di perkotaan. Untuk menuju waduk Sesulu, Anda bisa memanfaatkan teknologi GPS untuk memandu Anda menemukan tempat wisata yang satu ini.",Wiata Bahari,Kabupaten Paser,4.2,Waduk,Gratis
158,Air Terjun Doyam Turu Lempesu,"Air Terjun Doyam Turu yang sajikan pemandangan luar biasa. Air terjun ini memang tak terlalu tinggi, namun memiliki aliran air yang begitu jernih. Mengunjungi air terjun ini juga tak susah, hanya butuh berkendara sekitar 30 menit dari Tana Paser.",Wiata A,Kabupaten Paser,4.8,Air Terjun,Gratis
159,Bukit Sembinai,Bukit ini memiliki pemandangan yang unik dan mengagumkan. Anda bisa menikmati tebing tebing yang berdiri gagah dengan pemandangan hijau menyejukkan mata. Lokasinya berada di daerah Batu Kajang dan sangat mudah untuk dijangkau.,Wisata Alam,Kabupaten Paser,4.7,Pemandangan Alam,Gratis
160,Kemilau Laut Pondong,"Lokasi obyek wisata Pondong terletak sekitar 15 Km dari Tanah Grogot. Dilokasi ini pengunjung dapat menyaksikan keindahan panorama laut dan perkampungan nelayan. Kawasan ini akan ikembangkan menjadi kawasan wisata kuliner. Beberapa fasilitas yang sementara dibangun dilokasi ini antara lain Restoran Terapung, penginapan terapung yang dilengkapi dengan tempat pertemuan. Para pengunjung yang ingin menikmati keindahan panorama laut dapat menyewa perahu yang disediakan asyarakat setempat.",Wisata Bahari,Kabupaten Paser,4,Pemandangan Alam,Gratis
161,Pantai Paser Mayang,"Pantai ini memiliki panorama alam pantai dengan hamparan pasir putih sepanjang kurang lebih 3 km.
Obyek wisata pantai ini berlokasi di Desa Pasir Mayang, Kecamatan Kuaro.
Jaraknya sekitar 45 km dari Kota Tanah Grogot.",Wisata Bahari,Kabupaten Paser,4.1,Pantai,Gratis
162,Pulau Batu Kapal ,"Memiliki berbagai jenis karang
laut di perairan sekitar pulau,  Memiliki legenda cerita rakyat seperti cerita Malinkundang, Berbentuk seperti kapal",Wisata Bahari,Kabupaten Paser,4.2,Pantai,15000
163,Gua Tengkorak,"Goa alam ini berasal dari jaman Kaharingan dan merupakan situs peninggalan sejarah.
Jarak Goa Tengkorak dari Kota Tanah Grogot berjarak sekitar 55 km. Fasilitas yang ada di goa ini mulai dari gazebo, wc/toilet, anak tangga, panggung hiburan dan ada kolam renang.",Wisata Alam,Kabupaten Paser,4,Goa,Gratis
164,Air Terjun Doyam Seriam,"Air terjun ini bertingkat dengan tinggi 650 meter.
Lokasi air terjun berada di kawasan hutan lindung yang memiliki sekitar 410 jenis tanaman.
Selain itu sungai di air terjun ini dapat digunakan untuk aktivitas arung jeram.",Wisata Alam,Kabupaten Paser,4,Air Terjun,Gratis
165,Water Boom Kaganangan,Tempat rekreasi keluarga dan masyarakat yang banyak dikunjungi pada saat liburan,Wisata Buatan,Kabupaten Paser,4.5,Kolam Renang,30000
166,Pantai Corong,"Pantai yang satu ini sangat terkenal dan sering sekali dikunjungi masyarakat setempat karena keindahannya. Jika Anda beruntung Anda bisa melihat acara yang sering kali diselenggarakan oleh pemerintah setempat. Pantai corong sendiri memang sering dijadikan tempat untuk diselenggarakannya berbagai festival, salah satunya adalah festival layang-layang berskala internasional lo.",Wisata Bahari,Kabupaten Paser,4.3,Pantai,5000
167,Agro Wisata Rigari,"Tempat rekreasi keluarga
dengan taman dan tempat
berteduh yang sangat
cocok untuk tempat
peristirahatan, Terdapat kolam untuk
rekreasi sepeda air",Agrowisata,Kabupaten Paser,4,Agrowisata,Gratis
168,Tahura Lati Petangis,"Di obyek wisata ini telah dilengkapi dengan sarana pendukung seperti kolam pemancingan, sepeda air, tempat beristirahat, pelataran pemancingan, tempat bermain anak-anak, panggung pertunjukan and kawasan parkir.",Wisata Buatan,Kabupaten Paser,4,Kolam Pemancingan,Gratis
169,Plaza Kandilo,"Pusat Perbelanjaan
masyarakat terbesar yang
menjual segala macam
kebutuhan, Tempat rekreasi keluarga",Wisata Belanja,Kabupaten Paser,4.5,Mall,Gratis
170,Puncak Goa Loyang,"Di mulut gua ini lagi-lagi kita dapat menyaksikan panorama sekitar goa dan alam lingkungan yang masih asri. Dan di sana tampak pula alur sungai Samurangau.
Goa ini dapat ditelusuri sejauh 500 meter. Kondisinya masih alamiah, tidak banyak perubahan campur tangan pengelola. Di sana dapat ditemukan hiasan-hiasan batu yang luar biasa aneh namun indah. Nama-nama batu stalagtit dan stalagmit di sana pun aneh. Salah satunya adalah batu bidawang.",Wisata Alam,Kabupaten Paser,4,Goa,Gratis
171,Danau Sendamai ,"Danau dengan lingkungan alam
yang masih alami dan disekitar
danau sering dilaksanakan
berbagai kegiatan : pemanciangan
lomba MTQ, wisata air ",Wisata Bahari,Kabupaten Paser,4,Danau,Gratis
172,Danum Layong,Ditempuh satu setengah jam dari Tanah Grogot dengan menggunakan transportasi darat tempat ini layak dikunjungi karena pemandian kolam air panas alami ini selain indah juga dapat menyembuhkan penyakit kulit.,Wisata Bahari,Kabupaten Paser,4.3,Pemandian Air Panas,Gratis
173,Agrowisata trubus sari,"Terdapat perkebunan salak pondoh,rambutan, naga, dan lain lain",Agrowisata,Kabupaten Paser,5,Agrowisata,15000
174,Goa Batu Gelap,"Gua Batu Gelap memiliki beberapa pintu gua yang letaknya tersebar, namun akibat proses sedimentasi beberapa pintu tertimbun sehingga tertutup.
Banyak pintu masuk dengan ukuran sekitar 50 Cm dari permukaan tanah sehingga jika ingin masuk harus merunduk. Pada bagian dalam gua mempunyai atap yang tinggi dan dihiasi oleh stalakmit dan stalakit yang begitu banyak. Ada pula jalur sungai bawah tanah yang terbuka sehingga menambah keindahan perfoma gua ini.",Wisata Alam,Kabupaten Paser,4.3,Goa,Gratis
175,Gunung Embun,"Gunung Embun tak kalah menarik dengan pemandangan alam di kota-kota dataran tinggi di Indonesia yang menjadi pilihan bagi penikmat wisata alam.
Suasana yang sejuk dan asri. Embun di pagi hari seolah menebar pesona hutan belantara yang sunyi, jauh dari keriuhan hiruk-pikuk perkotaan. Udara yang terasa lembut dan dingin membasahi ranting serta aroma dedaunan.",Wisata Alam,Kabupaten Paser,4.5,"Gunung, Unik",Gratis
176,Gunung Lumut,"Nuansanya persis seperti hamparan karpet. Mulai dari tanah, batu, hingga pepohonan, semuanya dilapisi lumut. Bahkan dahan dan ranting pohon pun tak lepas dari balutan lumut. Saking tebalnya lumut, saat menginjak batu pun terasa empuk meski agak licin. Tidak salah jika kemudian penduduk menyebutnya Gunung Lumut.
Sesuai namanya, Gunung Lumut (1.210 meter) di Kabupaten Paser, Kalimantan Timur, dipenuhi berbagai jenis lumut yang beberapa di antaranya sangat langka. Lumut bukan hanya menutupi tanah dan bebatuan, tetapi juga dahan dan ranting pepohonan karena udara di sekitarnya sangat lembap dan basah.",Wisata Alam,Kabupaten Paser,4.7,Gunung,Gratis
177,Pantai Pasir Putih,Pantai yang penuh dengan indahnya pasir putih ini memberikan warna dan pesona tersendiri bagi para pengunjung. Anginnya yang sejuk dan air segar yang bewarna biru membuat mata enggan rasanya untuk berkedip.,Wisata Bahari,Kabupaten Paser,4.2,Pantai,10000
178,Taka Garden,"Panorama Taka Garden, benar-benar seperti taman yang bisa memberikan rasa kepuasan bahagia, tentram dan nikmat. ",Wisata Buatan,Kabupaten Paser,4.6,Taman,5000
179,Wisata Nui Sae,"Dari ketinggian puncak  Nui Sae, kata Salmin, dapat terlihat Gunung Lumut yang banyak masyarakat sekitar menyebut gunung yang terkenal sebagai surga lumut dunia. Tak hanya itu, dari ketinggian alam Nui Sae, dapat terdengar suara hewan seperti bekantan bahkan uwa-uwa yang saat ini menjadi hewan langka. “Jadi wisata alam ini benar-benar menyajikan suasana alam yang benar-benar asri dan nyaman,” ujarnya.",Wisata Alam,Kabupaten Paser,4.6,Pemandangan Alam,Gratis
180,Taman Bunga Rozeline,"Taman Bunga Rozeline di calon ibu kota baru berhasil menarik atensi masyarakat luas. Selain karena keindahannya yang memang memukau, tempat ini juga dikabarkan menyimpan kisah cinta di baliknya. Nama Rozeline sendiri diadopsi dari identitas mendiang istri Bupati Penajam Paser Utara. Romantisasi atas kisah cinta tersebut sedikit banyak mampu memicu rasa penasaran wisatawan dari berbagai penjuru. Apalagi, secara tampilan penampakan ruang terbuka hijau ini terbilang estetis dengan aneka pohon yang tertata rapi serta payung hias cantik berwarna-warni turut melengkapi.",WISATA BUATAN,Kabupaten Penajam Paser Utara,4.3,Taman,Gratis
181,Air Terjun Tembinus,"Obyek wisata yang sedang populer ini akan menyajikan panorama air terjun yang memiliki ketinggian sekitar 25-30 meter. Debit air yang dialirkan oleh air terjun ini pun cukup deras melewati tebing batuan yang berlapis. Pemandangan ini tentu menjadi sebuah daya tarik keindahan yang bisa memanjakan mata anda. Di Air Terjun Tembinus, anda dapat melihat kolam besar yang terbentuk secara alami dan berada di tengah bebatuan yang besar. Bebatuan tersebut menambah nuansa unik tersendiri yang membuat obyek wisata NIagara Tembinus ini semakin menarik untuk dikunjungi.",WISATA ALAM,Kabupaten Penajam Paser Utara,4.5,Air terjun,Gratis
182,Pantai Nipah-Nipah,Pantai Nipah-Nipah ini memiliki pemandangan yang sangat indah. Banyak hal yang akan Anda dapatkan ketika berkunjung ke objek wisata ini. ,WISATA BAHARI,Kabupaten Penajam Paser Utara,4.3,Pantai,10000
183,Penangkaran Rusa Penajam,"Penangkaran rusa kabupaten Penajam Paser Utara merupakan tempat penangkaran rusa asli kalimantan Timur, rusa Sambar. Memiliki luas 50 hektar yang dihuni ratusan ekor rusa. ",WISATA EDUKASI,Kabupaten Penajam Paser Utara,4,Kebun binatang,5000
184,Pantai tanjung jumlai,"Pantai Tanjung Jumlai adalah salah satu pantai yang berada di Pesisir Penajam Paser Utara. Suasananya yang tenang sangat cocok untuk melepas rasa penat dan berkumpul bersama keluarga. Pengunjung mengatakan, pantai ini mengingatkan dengan kawasan Anyer karena garis pantainya yang panjang seperti tidak terputus. Garis pantai ini kira-kira 1 km lebih jauhnya.",WISATA BAHARI,Kabupaten Penajam Paser Utara,4.2,Pantai,10000
